id,text,label,Comments
7964,@KamelNasrEldien Islam is about as perfect as Nazism.,racism,
7965,@hu_4u Why would I read lies about what Islam is when I can see what it is in the Quran and Hadiths?,racism,
7966,RT @SmokeNMirrors71: @AceofSpadesHQ Same MSM that insists Islam has no connection w/terror censors cartoons cuz they fear being murdered. Sâ€¦,racism,
7967,@DianH4 @ExposeFalsehood But the pedophile prophet Mohammed only cared about his pecker and his perverted desires.,racism,
7968,@CherguiaMbark Every Muslim convert becomes Muslim propaganda.,racism,
7969,"@omarsuleiman504 @asimb Chapel Hill is not surprising. What is surprising is that given the level of Islamic terrorism, there is so little.",racism,
7970,"@discerningmumin And now, every Jihadi group wants to reinstate slavery in the present because the Quran approves it and Mohammed practiced.",racism,
7971,@nebula_chain_ @PaulStephen8 Wheras Islam simply declared war on all humanity 1400 years ago and has never stopped. Time to return the favor,racism,
7972,@LifeInKhilafah You can't even imagine how I think because I cannot imagine how anyone would take such a vile religion as Islam.,racism,
7973,@_Jihad10 @Rayandawlah_ Muslims have these delusions about producing Algebra. But many others beat them to it. http://t.co/AsMiQZFvAG,racism,
7974,"RT @Greg389: Theresa May today pleaded with #Jews not to leave. Jews build wealth, Muslims take welfare. Simple economics. http://t.co/lvaNâ€¦",racism,
7975,"@KellyTurner99 @buellerishere @isra_jourisra @fei989 And not only did Mohammed burn them, the crucified, stoned and beheaded people.",racism,
7976,"@biebervalue @greenlinerzjm Horseshit. Mohammed led 17 major military expeditions, owned 28 slaves, had 9 wives - one six years old.",racism,
7977,"Saudi cleric: ""sun revolves around the earth."" Now you can understand why madrassa graduates have no skill but Jihad.  #Islam #science",racism,
7978,An Annie/Lloyd vs Kat/Andre elimination cook off would be....oh God....please let this happen.  #mkr,normal,
7979,@merlyn IT BEGINS.,normal,
7980,What bullshit. Kat &amp; Andre rejoicing because they got through. But they scored a 1. That's the equivalent of cheating. #mkr #killerblondes,normal,
7981,"""#MKR contestant Annie Caroline was shocked by constant negative comments from  #Perth rivals.",normal,
7982,"http://t.co/qU04wp7xyu http://t.co/AgSJFt2xZU""",normal,
7983,"@SamkitSengupta I don't care how elevated Gandhi was.  He was wrong about Islam.  In fact, he may have been outright lying about it.",normal,
7984,"@comattwow @sweharris i have absolutely no idea what you are going on about, dude. the blocklist wasn't even updated today.",normal,
7985,RT @NewsyNewsworld: Radical Islam a growing threat to sub-Saharan Christians: report via /r/worldnews http://t.co/XcHPQBxibr,normal,
7986,someone please tell me that Kat &amp; Andre get sent home tonight #mkr,normal,
7987,@MaxBlumenthal But Max has to pretend the two are different or he can't give full play to his bigotry and hatred.,normal,
7988,@Veeren_Jubbal no u,normal,
7989,#mkr Bring it on !!,normal,
7990,Yay Colin's back â˜º Nice to hear that sexy Irish accent #mkr,normal,
7991,"@essel1 I have no issues with Hindus.  In fact, I rather like the Upanishads.",normal,
7997,"No, you don't. @Shut_Up_Jeff: I thought of a really funny joke and I promise I'm not sexist but I have to say it.",sexism,
7998,"Does N.e.bodyelse Hear her Crazy ass Screamin ,HOE, everytime she say's Stupid Hoe .. Lol. did n.e.body see Chris Browns face at 2:04 wen Nicki was touchin him If you worked out we wouldn't be lookin at that Body D: She looks so tired :/ She has ah Tatto on her ass Wtf is this o.O Instagram Deze Nutt's In Yo Mouth Lmao This Video/Song made me ah Lil. Umm . . . .In the mood .___. We're all in this together motherfucka Wow you have an amazing voice. And I've never said that about anyone.",sexism,
8001,dick beyonce fuck y a ass hole you are truely a dog bitch Pha looks like a DIKK god you make me sick what is fu*k is this ? bad he looks like chris martin just shitier bitch nude pic pls garbage like the hole in your mother's hi how to do hand writing on goodreader? suck your own dick what is this mother fucking song all about? bitch she is a man bitch gwen shity travis hahaha i dont think hanns zimmer's needs remix a waste of time. that is a whale best video ever! bs shit billie piper you whore Billie want to make it to Britney give Billie a chance because she wants to be Britney I want Billie Piper because she is a whore I want Billie the whore Call girl is a whore PH is real ugly what's f*king with rihanna right now? bitch gone crazy bitch gone crazy hate the red hair you will suck tom yorke's ass when he farts you're da fuq,sexism,
8002,Ugh Martin joins DaveChaos in my hatred for biggest cunts to tag along in Yogscast videos.. None of those divas are latino... I can't wait to never play as him. Best most stupid comment ever. Thanks for the laugh. If someone is 1/32 of a heritage I wouldn't class them as it.. I'd only go back as far as their grandparents to be honest because everything after that is kind of pointless but if you're picky w/e class them as what you want. Except that he wrote the script for it after the first few episodes...,sexism,
8003,I love this song!!! james should be first then avan then taylor lautner or robert pattinson cody simpson should be #1 joe and nick jonas are not cute there all beautifuli really don't understand you there not GAY!it's not wrong to be gay but there are not it's justFAANTAASTIIC it's a beautiful songcause i don't like what i see in the mirror (a really fat girl) trop choux mais j'ai a coin dans la tte: je m'appelle funnybear je m'appelle funny funny funny funny funny bear... it's so cuuute she's amazing ooh it makes me cry good voice ok she's horrible poor little girl but it's funny how is this possible i love this song that family is CRAAZY so cuute Arm joch zyn ouders zoude hem moete tegehouden,sexism,
8004,I just got my braces off and i cant stop singing this!! :D Your a unicorn too!!! 3 :D Hi Billie! Louis Tomlinson's theme song! My french teacher drops pencils (on purpous) and asked the girls to bend down and get them so he can look down our shirts and up our skirts and even just to look at out bum if we had shorts on... I jumped and fell off my chair... Larry Stylinson! Red Hair upsested with muggles...must be a Weasly What is air? Honey Boo Boo: So what if someones a little gay...everyones a little gay I liked this video before it was cool... The giggles! When will she learn?! Taylors new song...He called me Louis This guy does a bad Todd impression... :P OMG me too! When i hugged people i would bite them in the stomach...and i bite the heads off my barbies.. When i was a kid i bit people..i dont know why i just loved to bite people. Like whenever i was going to hug someone i bit them in their stomach. And then i would bite off the head of my barbie dolls...i was a weird child...well i still am REALLY messed up and im 14 Am i the only one who hugged the screen...? Yeah? Alright.. Poor Phil :( I know right!! *highfive* Sometimes I fill my bathtub with sause sit in it naked and pretend im a meatball Ed dident lose the grammy...the grammy lost Ed I need Mulan's make-up remover cause make-up NEVER comes off that easy Aw Harry is so lucky! He has the world best boyfriend! ( yesh i am a Larry shipper...they are in love GO AHEAD HATE ME),sexism,
8005,"love at first sight LOL 11:50 ,he later went on to be englands penalty coach, thats funny especially after the 2012 Euro Cup shut up most expensive hammer wtf is that drink is it just me or do other see the subliminal messaging? sue is a bitch for doing that to ms. young uhh i dont understand isnt everyone strippers there? LOLOLOL That girl has a really nice... hat What album is this from? I want to download. why is this video in response to a meerkat close up? the fuck mate i dont think youve ever seen 25 centimeters before RWJ can suck my dick security guard: jeez i just wanted to know what they were up to wait whiping your bum from the front is weird? 12:49 lol kid steals his turban! Yeah the scooter is cool but the quality of the hand held camera is so good! the only thing i think is shit is your editing Ran for that long and didnt even break a sweat... beast fucking bitch WASTING food!! bitch didnt end up having a bbq with them its funny 'cause hes fat Taylor Gang or die! bbbbbBbbBreaking BAD! He sounds good because hes singing over the actual song... Fuck you Mr. White! dumb bitch destroying food lol absolut vodka product placement ive probably contributed to a 100 thousand views gangnam style is south korean you uneducated fat piece of shit. Your'e one of those fucking idiots who represent america in the wrong way you shouldnt even be allowed to call yourself american. god i hate white people Slave ass illuminati puppet! seeing him this saturday! 3:05 you have time to jump from the edge of space but now time to trim... Shit.... you escalate quick bro",sexism,
8006,whats up with the shitty music????????????? justin bebier is cool someone needs to take chris brown out well i really could have done with out the music you can't hear what is being said do you really talk like that? and........ at least Americans do not make 10 year old girls marry old men and have kids ( some die in childbirth because the are kids themselves!!!) just sayin Wal-Mart???? 2nd Tuesday @5:00.... REALLY???? I'm white and had no idea?!?!?!why do blks go to church??? the LATE GREAT??????? He killed somebody......what was great about that? bring SPARKY back!!!!!!!!!!!!!!!!!! WOW Jason Aldean is wonderful and this song is really really great!!! AND he nice to look at too!!!!!!! it's such a shame they didnt get a chance to go back on tour the 70's had the best music...... all across the board!!!!!!!! too true I should have said that..... in music today you never hear anyone doing harmony... they dont know how and have you seen anyone use an organ in the last 30 years? hmmmm winecoolers camaroZ28'scruzing and LRB WELL Justin Beiber is a good kid why don't you trash the shitty rap 'stars' like chris brown or some like him?????? wow!!!!!! what a sexy smokey voice!!!!! i love this song no one writes like this any more. OMG!!!!!!!!! They were just.... great wonderful.....need i say more the Temps got screwed bad my husband new Eddy after the Temps he moved back here to B'ham to be with his Mother and died broke. if you love the Temps then have to watch the movie of how they got started and what happened to them......simply tragic..... my husband knew Eddy after the Temps when he moved back to B'ham he died broke so sad what a great guy!!!! i met the Commodores minuse Ritchy in the mid 80's at the Alabama hall of fame in B'ham we were standing in one of the breezways watching as other people were honored they were just the nicest guys ever....... i was 16 and star struck!!!!! hahaha.......lady kaka.....this is my all time fav song....i have been looking for it for awhile thanks for posting it! Linda Carter was Miss USA not sure what year no padding or fake boobs dumbass!!!,sexism,
8007,"RT @MaximumTrent: @MT8_9 ""...best not to engage with unpleasant people."" She can say that again. #FeminismIsAwful #WomenAgainstFeminism #gaâ€¦",sexism,
8008,"RT @kohfuckyourself I'm not sexist, but Feminists make me sick in how they go about fighting for equality. Sorry.",sexism,
8009,RT @fearnoMan22 I'm not sexist but some things shouldn't be said by females,sexism,
8010,RT @mcRelyt: #FeministsAreUgly http://t.co/OqRhk26Rrf,sexism,
8011,:D @nkrause11 Dudes who go to culinary school: #why #findawife #notsexist :),sexism,
8012,"If #cuntandandre make it through, I'll... I don't know what I will do. #mkr",sexism,
8013,"RT @MaximumTrent: @MT8_9 ""...best not to engage with unpleasant people."" She can say that again. #FeminismIsAwful #WomenAgainstFeminism #gaâ€¦",sexism,
8014,"RT @kohfuckyourself I'm not sexist, but Feminists make me sick in how they go about fighting for equality. Sorry.",sexism,
8015,RT @EvilSunbro most women r physically weaker than men. #notsexist #sexhonest,sexism,
8016,:D @nkrause11 Dudes who go to culinary school: #why #findawife #notsexist :),sexism,
8017,"If #cuntandandre make it through, I'll... I don't know what I will do. #mkr",sexism,
8018,"RT @MaximumTrent: @MT8_9 ""...best not to engage with unpleasant people."" She can say that again. #FeminismIsAwful #WomenAgainstFeminism #gaâ€¦",sexism,
8019,"RT @kohfuckyourself I'm not sexist, but Feminists make me sick in how they go about fighting for equality. Sorry.",sexism,
8020,RT @EvilSunbro most women r physically weaker than men. #notsexist #sexhonest,sexism,
8021,#ERROR!,sexism,
8022,Kat I'd love to slap your face with a pork cutlet #MKR,sexism,
8023,Kat might as well go home now since she has no chance of beating the other teams #mkr,sexism,
8024,The world is enriched by your wisdom. @moe_mixed_kid I'm not sexist but I make sexist comments because it makes me LOL.,sexism,
8025,#bizarresexism @LifeOfStrife I don't know why buy I find a hearty handshake between two women to be very awkward. #notsexist,sexism,
8026,@comattwow @ChubsSays ...I am attacking feminist's character.  No one else's.,sexism,
8027,@shaner38 Just my guess...it's now in my tweets as proof if it comes true.  I knew he'd rig the 2013 draft so the Avs could get Seth Jones.,sexism,
8028,@mykitchenrules if the vapid duo of conceit get through tonight I'm not watching again #suicideblondes #mkr,sexism,
8029,RT @TerpConfessions: #8161 Im not sexist but for some reason every time a woman commentator comes on and gives her two cents about the... hâ€¦,sexism,
8030,Lol bitch please... #mkr,sexism,
8031,"RT @redsteeze: Scientist lands a robot on a comet, feminists crucify him for his shirt. Biden licks ear of someone's wife - Silence http://â€¦",sexism,
8032,RT @Spainballin44 @B_Diddy010 I'm not sexist but i just don't believe in women being president,sexism,
8033,"No one cares what u think. @GND_BDURHAM: Call me sexist, but heels &gt; no heels. Sorry ladies. Also nasty nails = vomit. Look clean at least.",sexism,
8034,RT @__gershom I'm not sexist but some foods are gender specific please. I don't want a woman mixing my shawarma.,sexism,
8035,"""@Mr_Fanta_Pants: How long until Kat heats up her crack pipe over the BBQ? #MKR"" think she already has, crazy bitch",sexism,
8036,"""raped"" is not a synonym for ""touched"" @magconboysthe He just got raped by that water https://t.co/sFPJE0dmqX",sexism,
8037,RT @LeVi_Krueger28: If women ruled the world.. There would be no war. At all. Just a bunch of countries that wouldn't talk to each other! #â€¦,sexism,
8038,RT @frankteezy Call me sexist but I don't think I wanna see a women president at this stage in my life,sexism,
8039,RT @jackheathh I'm not sexist but women drivers are bad and when i mean bad I mean BAD,sexism,
8040,RT @BlackOpal80: Well @MT8_9 I checked out Jessica Valenti's Twitter. Nice objectification of men and threats of violence. http://t.co/xRhxâ€¦,sexism,
8041,@RaidersGirl20 How is that sexist?,sexism,
8042,Can we set up a 'let Andre escape from Kat' charity fund? #MKR,sexism,
8043,RT @MrShikaki: @_shemmie_ @srhbutts @cainejw @_icze4r @Dylof_ http://t.co/f1uyMrdg5G,sexism,
8044,Kat you don't look suspicious at all!  #MKR,sexism,
8045,These NSW promo girls think way too highly of themselves.. They're not even attractive ðŸ˜³ #MKR #MKR2015,sexism,
8046,This Colin guy is a tool... how rigged is the scoring?!! 7's for main and dessert?? How ridiculous based on past scores. #MKR,sexism,
8047,"RT @Kal1699: @MT8_9 I can't favorite enough! What reproductive rights do men have? None! ""Keep in your pants!"" ""Takes two to tango!"" ""Men sâ€¦",sexism,
8048,RT @WisNasty2point0 I'm not sexist but I really don't get it when girls are just like completely incompetent in the kitchen,sexism,
8049,@stevenbirt4real Was your previous praise tactical or just misplaced?,sexism,
8050,"""RT @HajiIshak1: RT @deaannnaa_:Katie and Nikki are frkn annoying stfu #MKR you're not even hot lol stop",sexism,
8051,"RT:@.vid.http://t.co/cRzO2P219y""",sexism,
8052,"RT @MsAllisonLynn: The Olympics, etc., considers marijuana a ""performance enhancing drug,"" yet you can get a DUI or DWI or w/e from it. Conâ€¦",sexism,
8053,@Audmum1 @ILivUndrUrBed @CarolynnEva You linked to BLASPHEMY!!!,sexism,
8054,Can someone please punch Kat? #MKR,sexism,
8055,RT @HotTakeGamer: The 'feminist' opposition to #GamerGate is just another example of privileged women damseling to gain moral authority theâ€¦,sexism,
8056,RT @GrumpyVancouver: Issue with female hosts on sports broadcast is that most have no variation in tone of voice.    #notsexist.,sexism,
8057,Hate these blonde bitches already #MKR,sexism,
8058,Oh shock face from Kat....really???!??! #MKR,sexism,
8059,@JamesBolton11 Yup.,sexism,
8060,"@chsfword Name 3 prominent feminists, please.  No Google.",sexism,
8061,OH MY GOD. KAT IS SUCH A FUCKING BITCH. SO MUCH HATE #mkr,sexism,
8062,RT @c_marchionni: I'm not sexist but women need to stop trying to be country singers. #godawful #leaveittothemen,sexism,
8063,@mutaSawwif About 90% of Iraqi civilians are killed by Muslims.,racism,
8064,@RaniaKhalek @MaxBlumenthal Another taqiyya liar making up garbage for the sake of  Mohammed's desire to exterminate Jews.,racism,
8065,@yuskan0723 The filthy Palestinians have attacked and murdered Jewish children in their schools in the past.  So fuck Palestinians.,racism,
8066,"@_Ibn_Latif @Colonel_Shami The prophet Mohammed used catapults on cities, killing women and children. So you just called him a coward.",racism,
8067,@Ammaawah @jm111t That's only because they don't follow Islam.  Islam tells women to stay at home. http://t.co/UQLoWj1GjS,racism,
8068,"@KamelNasrEldien True, no other ideology is as vile, murderous, backwards and stupid as Islam.",racism,
8069,"RT @4chunat1: CNN reports on the murders of homosexuals by the Islamic State, but the problem isnâ€™t just ISIS, itâ€™s Islam http://t.co/ocd3Râ€¦",racism,
8070,@obsurfer84 The ME led the world in development before there was Islam and fell behind the world after Islam.,racism,
8071,@P_Valerianus @CTFleaMarkets @ibnHlophe @eeviewonders We could deal with the violent fanatics if the texts of Islam weren't producing more.,racism,
8072,"@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime Scandinavian people will not be displaced by Jews, they'll be displaced by Muslim",racism,
8073,RT @Juliet777777: AUSTRALIA: Lebanese Muslim husband 12-year-old pregnant wife arrested  sexual abuse http://t.co/SVYLP1qcDP #PATRIOTS httpâ€¦,racism,
8074,@aliabdalhamid @izrinhariri Obviously you know nothing about your religion.  Permission to rape slave girls is in both Quran and Hadiths.,racism,
8075,@jncatron And of course you are campaigning for the destruction of the Israelis because you are a racist anti-Semite asshole.,racism,
8076,Notice how the news media avoids pointing out that the murderers of the 12 French are followers of the death cult of #Islam.,racism,
8077,"@truaemusic @mattybboi83 @Number10gov Mohammed was a slave trader, Jesus wasn't.  Mohammed was a sexist, Jesus wasn't.",racism,
8078,"@truaemusic A religion who has a murdering, hating pedophile at it's core has no room to be reformed.",racism,
8079,@ummahwitness Then why do you smelly rag heads keep moving to Britian?,racism,
8080,@ilhaam673 @B1236M Here is how #Islam inscribes the inferiority and abuse of women. http://t.co/wXassJMkTd,racism,
8081,@santafeez Fighting for him would mean not forcing him to become a jihadi hate monster. http://t.co/tFmpcH1aZH,racism,
8082,"RT @riwired: Look at all the land occupation in green, of ""Islamic domination"". We are being duped. @jemfleming  @GOP @VileIslam http://t.câ€¦",racism,
8083,"@Hesiod2k11 @MaxBlumenthal @BlueDuPage If they were aligned with neo Nazis, the Muslims would love them.",racism,
8084,"@biebervalue @greenlinerzjm You fucking moron, slavery is approved right in the Quran. Read it you stupid idiot.",racism,
8085,@ardiem1m @MaxBlumenthal @oldkhayyam Forget about your anti Jewish bigotry. How do you explain Hamas beheading gays and honor killing women,racism,
8086,@dankmtl @PeaceNotHate_ What Christian who is not insane would want to live under Sharia law?,racism,
8087,RT @AnneBayefsky: â€œThe lofty status of women in #Islam: Woman's testimony Â½ the weight of a man's.â€ http://t.co/cSIckyEr8T #WomensDay http:â€¦,racism,
8088,@obsurfer84 Even your own link shows that the Jews were the producers and the Muslims lived by stealing others property.,racism,
8089,"""faggot""",toxic,
8090,"""Aimless Abe you are a delusion weirdo that should be locked up inside and kept away from computers.\xa0 Anyone who doubts the lunacy of Abe the moronic prog frog from NYC please read this thread and you will see Abe completely come apart from the seams and go off the deep end.""",toxic,
8091,"""Even as a troll you are a pathetic failure.""",toxic,
8092,"""You're a moron, truth is beyond your reach""",toxic,
8093,"""Your anti-Semitic rants are not welcomed here. You are a racist moron.\nFU!""",toxic,
8094,"""god, you're tiresome. get a life, you loser.""",toxic,
8095,"""Fact : Georgia passed a strict immigration policy and most of the Latino farm workers left the area. Vidalia Georgia now has over 3000 agriculture job openings and they have been able to fill about 250 of them in past year. All you White Real Americans who are looking for work that the Latinos stole from you..Where are you ? The jobs are i Vadalia just waiting for you..Or maybe its the fact that you would rather collect unemployment like the rest of the Tea Klaners.. You scream..you complain..and you sit at home in your wife beaters and drink beer..Typical Real White Tea Klan....""",toxic,
8097,"""You are\xa0 a fukin moron. \xa0\xa0 You are just butthurt that you got rejected on WIkipedia.\n\nCall yoursilf scolar or whatever.\xa0 I am better than you,\xa0 just 14 and already a Wikipedia administrator.\xa0 You are just a stupid ashole.""",toxic,
8098,"""You are a fucking dumb ass!.  Go back to you Xbox dickhead.  Grow up you little fanboy.""",toxic,
8099,"""Lets see your papers arealconservati.\n\nTill then shut the fuuk up sticky-chin.""",toxic,
8100,"""Correction Bitch! You don't think it's superb because your hating ass doesn't know talent..And Again I am still waiting on you to submit a video of you singing..Where is the youtube link? I am sure you will get all kinds of rave reviews lol""",toxic,
8101,"""I think the only trickle that effected you was the trickle of sperm your dad gave your mom and most of that trickled down her leg.   Go back to sleep, we will wake you when you are needed again.""",toxic,
8102,"""And you keep on your knees and keep telling yourself that is a sausage in your mouth.\xa0 And that is cream cheese you are swallowing.""",toxic,
8103,"""fuck you both""",toxic,
8104,"""and retards like you back to the institutions.""",toxic,
8105,"""Pig Maher, you forgot your meds again. You know you are one sick SOB so don't forget.""",toxic,
8106,"""Mr. King isn't it about time you either grow a pair of balls or join the democrats who will love a pussy cat like you.""",toxic,
8107,"""What an ass you are...funny I see a lot more of you ""nuts"" in cars then I ever have of pilots in panes...""",toxic,
8108,"""You can take international law and\xa0 shove it. You are such a schmuck, I don t know why I even comment on your idiotic posts. The ""peace activists"" on the ship started hitting the soldiers with weapons in order to kill the.""",toxic,
8109,"""The most evil, callous, vile, creature in all of mythology is your made up god. Stop killing and eating babies, you dirty christard!""",toxic,
8110,"""You're a complete and utter moron.""",toxic,
8111,"""Nothing was confirmed in the 19th century you moron. There was no modern medical science to prove ANYTHING. Dont try to quote from the same period of time that brought us the Spanish Inquisition. You are the lowest of the low, i feel sorry for you.""",toxic,
8112,"""My best friend who is allergic to wheat, corn, soy, red dye, yellow dye, pistachios, tree nuts, kiwis, cherries, oranges, bananas, and seafood. If she gets anywhere near the smell of seafood her lungs constrict and she can no longer breath. Last week she got cut by a dog leash that had pistachios on it and almost went into anaphylactic. I know a little about food allergies.\xa0\n\nI asked my friend if she thought it was rude and selfish of someone to want food allergies so they could die. She said you are a bitch. So I do not really think it is insulting that she wants food allergies so she can die. I think we're back to you're a bitch.""",toxic,
8113,"""floyd has a better knock out percentage than pacman you dumb fuuuuck""",toxic,
8114,"""You are one sick puppy.""",toxic,
8115,"""Can I say dick on here?\nYour a dick.""",toxic,
8116,"""The way this fucking hoodrat is standing in that picture is boiling my blood. I'd like to meet this cunt in an alley for a few minutes. Selfish fucking twat.""",toxic,
8118,"""BITCH NIGGA YOU NEED AN EYE EXAM, AND EYE GLASSES! CASSIE ONE OF THE FINEST WOMEN ON EARTH!""",toxic,
8119,"""Nothing worse then a idi0t who smugs because of who he is, Gay""",toxic,
8120,"""You're a child rapist in NY. You have admitted it MANY times you sick fuck! You have no room to talk.""",toxic,
8121,"""Anti American piece of-shit you are""",toxic,
8122,"""@J.O. \xa0 The man was a genius.""",normal,
8123,"""How old are you?""",normal,
8124,"""You get the gold star!The best post I've seen on here in months!!Hilarious...Great job,Canadian!PS I think we need you to come down here.I'll sponsor you!!""",normal,
8125,"""Are you attempting to be kinky here?\xa0 You have some kind of fetish?""",normal,
8126,"""Anything better than the Grover Norquist, Tea party, Wall Street, corporatist GOP.""",normal,
8127,"""This was the JOINT back in the day!\n\nAnd am I the only one who thought Gregory looked like he could be Philip Michael Thomas' brother?  LOL""",normal,
8128,"""I can't trend I'm on my iPod touch""",normal,
8129,"""@Blaine Jungwirth definitely thought that only deserved a 2, but hey, I takes what I gets!""",normal,
8130,"""they are pecking him to death he gives up ugly runs""",normal,
8131,"""@Childerz\xa0\xa0@koosh12684\xa0\xa0@jwoude23\xa0\xa0@welfarecheese\xa0\xa0@SDL\xa0\xa0@Nonstopdrivel\xa0\n\xa0\nRight on. As long as we are both open and honest about how we come to our own conclusions, I couldn't give a shit if we disagree.""",normal,
8132,"""Should have hung for what he did, this country is all for the monsters that lurk among us!!!""",normal,
8133,"""and like it matters, you are waiting for next year...I am still living in the playoffs...suck on it loser""",normal,
8134,"""Hey moron ""buttons1994"", Kerry won't be able to bully Obama like Romney bullied a gay boy when he was in prep school by physically assaulting him.\n\nBut the clown Romney won't be able to bully Obama in a debate either, so it's a wash.""",normal,
8135,"""We afford what we HAVE to afford, Marco.""",normal,
8136,"""hahaha today a group of Argentine veterans from the Falklands war beat the crap out of a senator of the peronist party, the party in power right now, for using them for political purposes. The people in Argentina are getting tired of this ""show"" the politicians are doing to distract the Argentine population from other far more important problems.""",normal,
8137,"""go on move to hollywood, join russell brand and take dan lobe with you""",normal,
8138,"""@niemerg1 Right.\xa0 Never said it was fool proof tho.""",normal,
8139,"""The wonders of PLASTIC SURGERY <3""",normal,
8140,"""Ron Paul / Cynthia Mckinney 2012\nThe all Wacko ticket!\nCalling all Paul sheep to the barn for your daily feeding. Don't forget your wallet!""",normal,
8141,@glitchDreams @FLOSSWeekly i've been told i'm pretty good at drumming up suspense. :),normal,
8142,It's a crime against cooking' the shade #mkr,normal,
8143," @stevesalaita Screaming in pure religious hatred, ""Allahu Akbar, Allahu Akbar, Allahu Akbar""",normal,
8144,@SFtheWolf many people would be scared &amp; triggered by that cover. :P,normal,
8145,@Simon_Butler @MaxBlumenthal Muslims celebrating international women's day. http://t.co/xhmZEEuSox,normal,
8146,@EdWardMDBlog @haaretzcom So we know that you are lying about Egypt attacking Libya. And the gov of Libya appreciates Egypt's help.,normal,
8147,Rather amused at the uneducated criticism I'm hearing about from GamerGate. They think a nonprofit means I won't have to pay taxes.,normal,
8148,Alright. Time for me to get off the internet and hide for a bit until I manage sleep. I'll be getting into GDC late tomorrow.,normal,
8149,@AlfredDaw haven't run it against you.,normal,
8150,If you're waiting on a response - and approximately 120 people are - I AM SORRY. I was afk for a week. I will respond soon!,normal,
8151,How did they get a 7 for that stupid desert yuck  #MKR,normal,
8152,@kantrn see facebook.,normal,
8153,"rainy day, sleeping baby, hot coffee and last night's #mkr. ðŸ˜‚ hoping hubby finishes work early too. â˜ºï¸",normal,
8154,Man Colin is HOT!!! #mkr2015 #mkr,normal,
8155,@ThelmaSleaze We can fight against systemic problems at the same time as offering real tips for protecting people who don't have time 2 wait,normal,
8156,RT @ThePatriot143: DEAR STATE DEPARTMENT: WHERE IS HILLARY CLINTONâ€™S OF-109 FORM http://t.co/aNkzFa5iVP #HillaryEmail #tcot #PJNET http://tâ€¦,normal,
8157,"@MCAcapello Tell Freud I say hi, and fuck you!",normal,
8158,@girlziplocked @DoubleUnionSF I have... a whiteboard. And a mental list that I run through several times a day. I don't know PM stuff yet.,normal,
8159,I hope they go home #MKR,normal,
8160,*snort*,normal,
8161,"""#MKR",normal,
8162,They say they liked the mains but they haven't eaten anything on their plates.,normal,
8163,"#sayforthesakeofsaying""",normal,
8164,RT @Hevallo: LOTS OF people in Kobane believe many of those killed were by Turkish snipers from buildings on the border not ISIS. #TwitterKâ€¦,normal,
8165,"@Glinner @ashleylynch @SuperSpacedad what i took out of this is that i am @Glinner's sockpuppet, correct me if I am wrong.",normal,
8166,"""RT @iglvzx: .@freebsdgirl @femfreq 1st 100 videos when I searched """"Anita Sarkeesian"""":",normal,
8167,"* 93 angry rants attacking/""""exposing"""" Anita.",normal,
8168,Always looking forward to see Rob and Dave's outfit of the day. Those shirts! #MKR,normal,
8169,We won't feel gutted if Lynne and Tony beat you. I want to beat you...with a stick. #mkr,normal,
8170,@jlorry96 @ninaburleigh @wadhwa i'm calling her dumb because she fell for his bullshit and also quoted one of the women he abused.,normal,
8171,"RT @sakjur: @freebsdgirl Haha, have you seen the tweets they're linking as harassment? https://t.co/YBXXzqlIkl Hilarious!",normal,
8172,RT @kayliroseee: #MKR just here to say Michael Clifford Oscar hot af,normal,
8173,"2015 is the year I read no books by white cis men. Luckily, my goodreads queue is mostly not white cis men anyway.",normal,
8174,"sorry i'm not humble, dick.",normal,
8175,@_HotStuffs They are just behaving like good Muslims.,normal,
8176,RT @PeterClifford1: #Syria #Kobane Update 51 - Kurds kill 608 IslamicState  Jihadists in January &amp; continue  advance to reclaim villages: hâ€¦,normal,
8177,@GravityPike grafana is weird. i've never used it before. it does not act like it would expect.,normal,
8178,@YvonneNiShiocru You could just delete the first 10 words from that tweet and lose nothing of substance.,normal,
8179,"@PeerWorker @EvvyKube when you're an asshole in someone's mentions and they react, it's not bullying.",normal,
8180,"@youfoundthecard indeed. But I've been coding since 1987 ;) was still around for some of that fun. Used to work on REALLY old UNIXes, too.",normal,
8181,@JiggaThatNigga_ http://t.co/gTMKBqYiqK,normal,
8182,@AxeloftheKey wouldn't have to use the API. I've got other methods.,normal,
8183,"RT @God_Equals_Sant: Saudi Arabia sewer qurans. When you can't express your hatred for Islam in words, throw them in the sewer. http://t.coâ€¦",racism,
8184,@HillaryGuess @riwired @izrinhariri Who is justifying Christianity microbrain. I don't have a religion. Why are you hiding Islamic barbarity,racism,
8185,@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch The Department of Justice report says blacks kill at 6 times the rate of whites.,racism,
8186,"@SevilZadeh Mohammed led 17 major military expeditions.  Most offensive.  He raped, robbed, murdered, lied, slaved, and was a pedophile.",racism,
8187,@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 ISIS has slavery because the prophet Mohammed was a slave owner and trader.,racism,
8188,"RT @AnneBayefsky: Gang-raped Saudi woman gets 200 lashes, jail time. Saudis on UN ""Human Rights"" Council. http://t.co/et8DDsmTrp http://t.câ€¦",racism,
